,publishedAt,title,tags,categoryId,liveBroadcastContent,defaultLanguage,defaultAudioLanguage,duration,definition,caption,licensedContent,contentRating,projection,viewCount,likeCount,favoriteCount,commentCount
449,2025-06-11T16:01:05Z,المُخبر الاقتصادي+ | القبة الذهبية الأمريكية!,"['الصين', 'الدحيح', 'AJ+ عربي', 'Eldahih السليط', 'معنى و زيادة', 'السليط الاخباري', 'نيكولاس خوري', 'احمد الغندور', 'AJ+ الدحيح', 'AJ+ كبريت', 'UC-4Kn', 'السليط الاخباري الموسم الرابع', 'نيكولاس خوري السليط الاخباري', 'برامج AJ+', 'برنامج الدحيح الجديد', 'الدحيح رمضان', 'elda7ee7', 'elda7ee7 aj+', 'AJ+', 'مع تميم', 'تميم البرغوثي', 'AJ+ مع تميم', 'المخبر الاقتصادي', 'أشرف إبراهيم', 'اقتصاد', 'الجهبذ', 'بشير نجار', 'ليلى عبدو', 'الوتر الحساس']",24,none,ar,ar,PT1M20S,hd,false,True,{},rectangular,6260187,134633,0,5570
450,2025-06-10T18:00:05Z,المُخبر الاقتصادي+ | كيف حاولت إسرائيل القضاء على مشروع القنبلة النووية الباكستانية؟,"['أشرف إبراهيم', 'أفغانستان', 'التجارب النووية', 'السي آي إيه', 'العراق', 'الغزو السوفياتي', 'الكونغرس', 'المخبر الاقتصادي', 'الهند', 'الهند الشرقية', 'الولايات المتحدة الأمريكية', 'باكستان', 'بنغلادش', 'بيل كلينتون', 'جورج دبيلو بوش', 'جيمي كارتر', 'خان نيازي', 'ذو الفقار بوتو', 'رونالد ريغان', 'صدام حسين', 'ضياء الحق', 'عبد القدير خان', 'فرنسا', 'يحي المشد']",24,none,ar,ar,PT19M57S,hd,false,True,{},rectangular,786916,20053,0,1157
451,2025-06-10T17:00:55Z,الجهبذ | بطل باب الحارة,"['الدحيح', 'AJ+ عربي', 'Eldahih', 'السليط', 'معنى و زيادة', 'السليط الاخباري', 'نيكولاس خوري', 'احمد الغندور', 'AJ+ الدحيح', 'AJ+ كبريت', 'UC-4Kn', 'السليط الاخباري الموسم الرابع', 'نيكولاس خوري السليط الاخباري', 'برامج AJ+', 'برنامج الدحيح الجديد', 'الدحيح رمضان', 'elda7ee7', 'elda7ee7 aj+', 'AJ+', 'مع تميم', 'تميم البرغوثي', 'AJ+ مع تميم']",24,none,ar,ar,PT1M27S,hd,false,True,{},rectangular,200845,5575,0,56
452,2025-06-09T18:00:00Z,الجهبذ | لماذا اختار الرئيس الشرع فرنسا كأول وجهة بعد سقوط نظام الأسد؟,"['أبو عصام', 'أحمد الشرع وماكرون', 'العقيد معتز', 'باب الحارة', 'فرنسا', 'الدحيح', 'AJ+ عربي', 'Eldahih السليط', 'معنى و زيادة', 'السليط الاخباري', 'نيكولاس خوري', 'احمد الغندور', 'AJ+ الدحيح', 'AJ+ كبريت', 'UC-4Kn', 'السليط الاخباري الموسم الرابع', 'نيكولاس خوري السليط الاخباري', 'برامج AJ+', 'برنامج الدحيح الجديد', 'الدحيح رمضان', 'elda7ee7', 'elda7ee7 aj+', 'AJ+', 'مع تميم', 'تميم البرغوثي', 'AJ+ مع تميم', 'المخبر الاقتصادي', 'أشرف إبراهيم', 'اقتصاد', 'الجهبذ', 'بشير نجار', 'ليلى عبدو', 'الوتر الحساس']",24,none,ar,ar,PT23M58S,hd,false,True,{},rectangular,266264,6081,0,386
453,2025-06-08T16:00:54Z,طارق الأفريقي.. ضابط عربي قاتل على كل الجبهات,"['AJ+', 'AJ+ الدحيح', 'AJ+ عربي', 'AJ+ كبريت', 'AJ+ مع تميم', 'Eldahih السليط', 'UC-4Kn', 'elda7ee7', 'elda7ee7 aj+', 'أشرف إبراهيم', 'احمد الغندور', 'اقتصاد', 'الجهبذ', 'الدحيح', 'الدحيح رمضان', 'السليط الاخباري', 'السليط الاخباري الموسم الرابع', 'المخبر الاقتصادي', 'الوتر الحساس', 'برامج AJ+', 'برنامج الدحيح الجديد', 'بشير نجار', 'تميم البرغوثي', 'ليلى عبدو', 'مع تميم', 'معنى و زيادة', 'نيكولاس خوري', 'نيكولاس خوري السليط الاخباري']",24,none,ar,ar,PT52S,hd,false,True,{},rectangular,220096,4152,0,96
454,2025-06-07T18:00:16Z,المُخبر الاقتصادي+ | هل تستطيع القبة الذهبية حماية أمريكا من صواريخ الصين المرعبة؟,"['أشرف إبراهيم', 'الأقمار الصناعية', 'البنتاغون', 'التطور التكنولوجي', 'الدولار', 'الصواريخ', 'الصواريخ الباليستية', 'الصين', 'القبة الحديدية', 'القبة الذهبية', 'المخبر الاقتصادي', 'المسيرات', 'المواجهة العسكرية', 'الولايات المتحدة الأمريكية', 'بيت هيغسيث', 'جيش الاحتلال', 'دونالد ترمب', 'روسيا', 'صواريخ ثاد', 'لوكهيد مارتن', 'ميزانية الدفاع']",24,none,ar,ar,PT20M21S,hd,false,True,{},rectangular,958935,20821,0,1003
455,2025-06-06T16:00:01Z,المدوان | لماذا اختار الملك عبد العزيز ضابطاً ليبياً لرئاسة أركان الجيش؟ وماذا جاء في قرار تعيينه؟,"['AJ+', 'AJ+ الدحيح', 'AJ+ عربي', 'AJ+ كبريت', 'AJ+ مع تميم', 'Eldahih السليط', 'UC-4Kn', 'elda7ee7', 'elda7ee7 aj+', 'أشرف إبراهيم', 'احمد الغندور', 'اقتصاد', 'الجهبذ', 'الدحيح', 'الدحيح رمضان', 'السليط الاخباري', 'السليط الاخباري الموسم الرابع', 'المخبر الاقتصادي', 'الوتر الحساس', 'برامج AJ+', 'برنامج الدحيح الجديد', 'بشير نجار', 'تميم البرغوثي', 'ليلى عبدو', 'مع تميم', 'معنى و زيادة', 'نيكولاس خوري', 'نيكولاس خوري السليط الاخباري']",24,none,ar,ar,PT10M17S,hd,false,True,{},rectangular,221963,2912,0,316
456,2025-06-06T14:00:07Z,محاسبة إسرائيل,"['إسرائيل', 'الدحيح', 'AJ+ عربي', 'Eldahih السليط', 'معنى و زيادة', 'السليط الاخباري', 'نيكولاس خوري', 'احمد الغندور', 'AJ+ الدحيح', 'AJ+ كبريت', 'UC-4Kn', 'السليط الاخباري الموسم الرابع', 'نيكولاس خوري السليط الاخباري', 'برامج AJ+', 'برنامج الدحيح الجديد', 'الدحيح رمضان', 'elda7ee7', 'elda7ee7 aj+', 'AJ+', 'مع تميم', 'تميم البرغوثي', 'AJ+ مع تميم', 'المخبر الاقتصادي', 'أشرف إبراهيم', 'اقتصاد', 'الجهبذ', 'بشير نجار', 'ليلى عبدو', 'الوتر الحساس']",24,none,ar,ar,PT1M12S,hd,false,True,{},rectangular,12554847,306771,0,3373
457,2025-06-05T19:00:51Z,السليط الإخباري 2025 | من هو بطل أوروبا؟ ومن هو كبير المكوعين؟,"['AI', 'MMA', 'Mathew Miller', 'PSG', 'UEFA', 'Zahi Hawwas', 'champions league', 'free palestine', 'nikolas khoury', 'piers Morgan', 'trump', 'أحمد الخالدي', 'أسطول الحرية', 'أوروبا', 'اسرائيل', 'الذكاء الاصطناعي', 'السليط الإخباري', 'الشامي', 'القسام', 'المساعدات', 'المقاومة', 'ايمانويل ماكرون', 'باريس سان جيرمان', 'تامر حسني', 'ترامب', 'جاسم العلي', 'حماس', 'دوري أبطال أوروبا', 'زاهي حواس', 'سفينة مادلين', 'علي الديك', 'عيد الأضحى', 'غريتا ثونبرغ', 'غزة', 'فرنسا', 'مجاعة', 'مجزرة المساعدات', 'مروة الحاراتي', 'ملكة جمال الكون', 'نتنياهو', 'نيكولاس خوري', 'يوم عرفة']",24,none,ar,ar,PT14M34S,hd,false,True,{},rectangular,363305,15086,0,462
458,2025-06-05T14:00:24Z,غريتا ثونبرغ,['غريتا'],24,none,ar,ar,PT50S,hd,false,True,{},rectangular,263485,11675,0,148
459,2025-06-04T16:01:22Z,المُخبر الاقتصادي+ | أوكرانيا تهزم روسيا؟,['أوكرانيا'],24,none,ar,ar,PT1M22S,hd,false,True,{},rectangular,1223648,27311,0,603
460,2025-06-03T18:00:12Z,المُخبر الاقتصادي+ | كيف اخترقت أوكرانيا روسيا ودمرت قاذفاتها النووية باستخدام لعبة مسلحة؟,"['أشرف إبراهيم', 'أوكرانيا', 'الجيش الأوكراني', 'الجيش الروسي', 'الصين', 'الكريملن', 'المخبر الاقتصادي', 'روسيا', 'سلاح الجو', 'صواريخ نووية', 'طائرات الدرونز', 'فلاديمير بوتن', 'فولدومير زيلينسكي', 'كييف', 'مسيرات', 'مناورات', 'موسكو', 'هجومات تكتيكية', 'يوري فيدورينكو', 'الدحيح', 'AJ+ عربي', 'Eldahih السليط', 'معنى و زيادة', 'السليط الاخباري', 'نيكولاس خوري', 'احمد الغندور', 'AJ+ الدحيح', 'AJ+ كبريت', 'UC-4Kn', 'برامج AJ+', 'AJ+', 'مع تميم', 'تميم البرغوثي', 'AJ+ مع تميم', 'اقتصاد', 'الجهبذ', 'بشير نجار', 'ليلى عبدو', 'الوتر الحساس']",24,none,ar,ar,PT15M6S,hd,false,True,{},rectangular,643180,19300,0,1160
461,2025-06-03T17:00:45Z,الجهبذ | التاريخ يعيد نفسه,"['1860', 'سوريا', 'طائفية', 'الدحيح', 'AJ+ عربي', 'Eldahih السليط', 'معنى و زيادة', 'السليط الاخباري', 'نيكولاس خوري', 'احمد الغندور', 'AJ+ الدحيح', 'AJ+ كبريت', 'UC-4Kn', 'السليط الاخباري الموسم الرابع', 'نيكولاس خوري السليط الاخباري', 'برامج AJ+', 'برنامج الدحيح الجديد', 'الدحيح رمضان', 'elda7ee7', 'elda7ee7 aj+', 'AJ+', 'مع تميم', 'تميم البرغوثي', 'AJ+ مع تميم', 'المخبر الاقتصادي', 'أشرف إبراهيم', 'اقتصاد', 'الجهبذ', 'بشير نجار', 'ليلى عبدو', 'الوتر الحساس']",24,none,ar,ar,PT1M1S,hd,false,True,{},rectangular,119490,3073,0,72
462,2025-06-02T18:00:59Z,الجهبذ | ما الذي أشعل الفتن الطائفية في سوريا ولبنان عام 1860؟,"['الجهبذ سوريا', 'سوريا', 'لبنان', 'بشر نجار', 'الجهبذ الكرد', 'الجهبذ إدلب', 'اخبار سوريا', 'سوريا اليوم', 'اخبار لبنان', 'لبنان اليوم', 'اخبار لبنان اليوم', 'تاريخ لبنان', 'تاريخ لبنان وسوريا', 'تاريخ سوريا القديم']",24,none,ar,ar,PT23M50S,hd,false,True,{},rectangular,201956,5892,0,679
463,2025-06-01T16:01:20Z,المدوان | يوم الخُلَّيْف: الحرم  بدون رجال!,"['الحج', 'الدحيح', 'AJ+ عربي', 'Eldahih السليط', 'معنى و زيادة', 'السليط الاخباري', 'نيكولاس خوري', 'احمد الغندور', 'AJ+ الدحيح', 'AJ+ كبريت', 'UC-4Kn', 'السليط الاخباري الموسم الرابع', 'نيكولاس خوري السليط الاخباري', 'برامج AJ+', 'برنامج الدحيح الجديد', 'الدحيح رمضان', 'elda7ee7', 'elda7ee7 aj+', 'AJ+', 'مع تميم', 'تميم البرغوثي', 'AJ+ مع تميم', 'المخبر الاقتصادي', 'أشرف إبراهيم', 'اقتصاد', 'الجهبذ', 'بشير نجار', 'ليلى عبدو', 'الوتر الحساس']",24,none,ar,ar,PT59S,hd,false,True,{},rectangular,745632,14501,0,293
464,2025-06-01T13:00:51Z,المُخبر الاقتصادي+ | لعبة لابوبو تغزو العالم!,['لابوبو'],24,none,ar,ar,PT1M28S,hd,false,True,{},rectangular,1496088,22931,0,716
465,2025-05-31T18:00:04Z,المُخبر الاقتصادي+ | هل تصعد هواوي الصينية على جثة آبل الأمريكية قريباً؟,"['آبل', 'أشرف إبراهيم', 'أندرويد', 'أيفون', 'إنفيديا', 'التكنولوجيا', 'الجيل الخامس', 'الحرب التجارية', 'الحزب الشيوعي الصيني', 'الدولار', 'الرقائق الالكترونية', 'الصراع الصيني الأمريكي', 'الصين', 'المخبر الاقتصادي', 'المعالجات', 'الهند', 'الهواتف الذكية', 'الولايات المتحدة الأمريكية', 'تايوان', 'تي أس إم سي', 'تيم كوك', 'دونالد ترمب', 'سامسونغ', 'شي جين بينغ', 'فيتنام', 'لوكا مايستري', 'معالج 7 نانومتر كيرين', 'هارموني', 'هواوي']",24,none,ar,ar,PT24M57S,hd,false,True,{},rectangular,935894,20903,0,785
466,2025-05-30T16:01:33Z,المدوان | لماذا تنكرت سيدات مكة بأزياء رجالية يوم عرفة؟ وكيف كان يُعاقب المتخلفون عن الحج؟,"['الدحيح', 'AJ+ عربي', 'Eldahih', 'السليط', 'معنى و زيادة', 'السليط الاخباري', 'نيكولاس خوري', 'احمد الغندور', 'AJ+ الدحيح', 'AJ+ كبريت', 'UC-4Kn', 'السليط الاخباري الموسم الرابع', 'نيكولاس خوري السليط الاخباري', 'برامج AJ+', 'برنامج الدحيح الجديد', 'الدحيح رمضان', 'elda7ee7', 'elda7ee7 aj+', 'AJ+', 'مع تميم', 'تميم البرغوثي', 'AJ+ مع تميم']",24,none,ar,ar,PT6M18S,hd,false,True,{},rectangular,171212,1692,0,137
467,2025-05-29T19:00:32Z,السليط الإخباري 2025 | بعد مرور 600 يوم، هل غزة ترند مثل لابوبو؟,"['AI', 'Joe Rogan', 'Zahi Hawwas', 'free palestine', 'nikolas khoury', 'trump', 'أحمد الخالدي', 'أحمد الشرع', 'أوروبا', 'اسرائيل', 'الذكاء الاصطناعي', 'السليط الإخباري', 'السودان', 'القسام', 'المقاومة', 'ايمانويل ماكرون', 'ترامب', 'ترند لابوبو', 'تيمو لابوبو', 'جاسم العلي', 'جو روغان', 'جولاني', 'حماس', 'حميدتي', 'زاهي حواس', 'شي ان لابوبو', 'صفعة ماكرون', 'عمرو أديب', 'غزة', 'فرنسا', 'كف ماكرون', 'لابوبو', 'ليفربول', 'مجاعة', 'مروة الحاراتي', 'مقابلة زاهي حواس', 'نتنياهو', 'نيكولاس خوري', 'هامبورغ']",24,none,ar,ar,PT14M24S,hd,false,True,{},rectangular,374382,14662,0,995
468,2025-05-29T14:24:58Z,الناجية الوحيدة,['الاحتلال'],24,none,ar,ar,PT1M,hd,false,True,{},rectangular,187846,10819,0,256
469,2025-05-27T18:00:06Z,المُخبر الاقتصادي+ | هل تعاقب أوروبا إسرائيل قريباً؟ لماذا يشعر الإسرائيليون بالخطر؟,"['أشرف إبراهيم', 'أورسولا فون دير لاين', 'إسبانيا', 'إيرلندا', 'اتفاقية أوسلو', 'الاتحاد الأوروبي', 'الدنمارك', 'الدولة الفلسطينية', 'السويد', 'المخبر الاقتصادي', 'المساعدات الانسانية', 'بروكسل', 'بريطانيا', 'بيدرو سانتشيز', 'جامعة الدول العربية', 'جوزيب بوريل', 'جيش الاحتلال', 'دونالد ترمب', 'ديفيد لامي', 'فرنسا', 'قطاع غزة', 'كايا كالاس', 'مجلس الأمن']",24,none,ar,ar,PT21M9S,hd,false,True,{},rectangular,610637,18886,0,789
470,2025-05-27T17:01:11Z,الجهبذ | كيف تجعلها أموية؟,"['الجهبذ', 'الدولة الأموية', 'سوريا أموية', 'الدحيح', 'AJ+ عربي', 'Eldahih السليط', 'معنى و زيادة', 'السليط الاخباري', 'نيكولاس خوري', 'احمد الغندور', 'AJ+ الدحيح', 'AJ+ كبريت', 'UC-4Kn', 'السليط الاخباري الموسم الرابع', 'نيكولاس خوري السليط الاخباري', 'برامج AJ+', 'برنامج الدحيح الجديد', 'الدحيح رمضان', 'elda7ee7', 'elda7ee7 aj+', 'AJ+', 'مع تميم', 'تميم البرغوثي', 'AJ+ مع تميم', 'المخبر الاقتصادي', 'أشرف إبراهيم', 'اقتصاد', 'بشير نجار', 'ليلى عبدو', 'الوتر الحساس']",24,none,ar,ar,PT1M52S,hd,false,True,{},rectangular,241652,8803,0,364
471,2025-05-26T18:00:58Z,الجهبذ | دمشق أموية، حكاية المجد والترف والتنافس والدم!,"['AJ+', 'AJ+ الدحيح', 'AJ+ عربي', 'AJ+ كبريت', 'AJ+ مع تميم', 'Eldahih السليط', 'UC-4Kn', 'elda7ee7', 'elda7ee7 aj+', 'أشرف إبراهيم', 'احمد الغندور', 'اقتصاد', 'الجهبذ', 'الدحيح', 'الدحيح رمضان', 'الدولة الأموية', 'السليط الاخباري', 'السليط الاخباري الموسم الرابع', 'المخبر الاقتصادي', 'الوتر الحساس', 'برامج AJ+', 'برنامج الدحيح الجديد', 'بشير نجار', 'تاريخ سوريا', 'تميم البرغوثي', 'سوريا أموية', 'ليلى عبدو', 'مع تميم', 'معنى و زيادة', 'نيكولاس خوري', 'نيكولاس خوري السليط الاخباري']",24,none,en,ar,PT25M9S,hd,false,True,{},rectangular,311521,8839,0,1213
472,2025-05-25T16:00:39Z,المدوان | أول من صوّر الحج,"['مكة', 'الدحيح', 'AJ+ عربي', 'Eldahih السليط', 'معنى و زيادة', 'السليط الاخباري', 'نيكولاس خوري', 'احمد الغندور', 'AJ+ الدحيح', 'AJ+ كبريت', 'UC-4Kn', 'السليط الاخباري الموسم الرابع', 'نيكولاس خوري السليط الاخباري', 'برامج AJ+', 'برنامج الدحيح الجديد', 'الدحيح رمضان', 'elda7ee7', 'elda7ee7 aj+', 'AJ+', 'مع تميم', 'تميم البرغوثي', 'AJ+ مع تميم', 'المخبر الاقتصادي', 'أشرف إبراهيم', 'اقتصاد', 'الجهبذ', 'بشير نجار', 'ليلى عبدو', 'الوتر الحساس']",24,none,ar,ar,PT56S,hd,false,True,{},rectangular,1486500,37917,0,506
473,2025-05-25T13:36:15Z,الدكتورة آلاء النجار,"['آلاء النجار', 'الدحيح', 'AJ+ عربي', 'Eldahih السليط', 'معنى و زيادة', 'السليط الاخباري', 'نيكولاس خوري', 'احمد الغندور', 'AJ+ الدحيح', 'AJ+ كبريت', 'UC-4Kn', 'السليط الاخباري الموسم الرابع', 'نيكولاس خوري السليط الاخباري', 'برامج AJ+', 'برنامج الدحيح الجديد', 'الدحيح رمضان', 'elda7ee7', 'elda7ee7 aj+', 'AJ+', 'مع تميم', 'تميم البرغوثي', 'AJ+ مع تميم', 'المخبر الاقتصادي', 'أشرف إبراهيم', 'اقتصاد', 'الجهبذ', 'بشير نجار', 'ليلى عبدو', 'الوتر الحساس']",24,none,ar,ar,PT1M20S,hd,false,True,{},rectangular,374044,18024,0,532
474,2025-05-24T18:00:53Z,المُخبر الاقتصادي+ | كيف تخطط أمريكا وإسرائيل لاستخدام الجوع لتهجير أهل غزة من أرضهم؟,"['AJ+ عربي', 'أشرف إبراهيم', 'الأمم المتحدة', 'الأونروا', 'الاتحاد الأوروبي', 'البي بي سي', 'المجاعة', 'المخبر الاقتصادي', 'المنظمات الغير حكومية', 'الوكالات الإغاثية', 'تهجير', 'جيش الاحتلال', 'دمار', 'دونالد ترمب', 'ستيف ويتكوف', 'طوفان الأقصى', 'قطاع غزة', 'مجلس الأمن الدولي', 'معبر كرم أبوسالم', 'منظمة المطبخ المركزي العالمي', 'نيستاريم']",24,none,ar,ar,PT19M32S,hd,false,True,{},rectangular,370609,16127,0,1759
475,2025-05-23T16:00:02Z,المدوان | ضابط مصري التقط أول صور للحج قبل 140 سنة.. من هو؟ وكيف وثّق الكعبة والمشاعر؟,"['السعودية', 'الدحيح', 'AJ+ عربي', 'Eldahih السليط', 'معنى و زيادة', 'السليط الاخباري', 'نيكولاس خوري', 'احمد الغندور', 'AJ+ الدحيح', 'AJ+ كبريت', 'UC-4Kn', 'السليط الاخباري الموسم الرابع', 'نيكولاس خوري السليط الاخباري', 'برامج AJ+', 'برنامج الدحيح الجديد', 'الدحيح رمضان', 'elda7ee7', 'elda7ee7 aj+', 'AJ+', 'مع تميم', 'تميم البرغوثي', 'AJ+ مع تميم', 'المخبر الاقتصادي', 'أشرف إبراهيم', 'اقتصاد', 'الجهبذ', 'بشير نجار', 'ليلى عبدو', 'الوتر الحساس', 'الحج', 'المدينة المنورة', 'مكة', 'الكعبة']",24,none,ar,ar,PT7M37S,hd,false,True,{},rectangular,248450,3145,0,421
476,2025-05-23T14:00:25Z,أطفال غزة هم العدو,"['AJ+', 'AJ+ الدحيح', 'AJ+ عربي', 'AJ+ كبريت', 'AJ+ مع تميم', 'Eldahih السليط', 'UC-4Kn', 'elda7ee7', 'elda7ee7 aj+', 'أشرف إبراهيم', 'احمد الغندور', 'اقتصاد', 'الجهبذ', 'الدحيح', 'الدحيح رمضان', 'السليط الاخباري', 'السليط الاخباري الموسم الرابع', 'المخبر الاقتصادي', 'الوتر الحساس', 'برامج AJ+', 'برنامج الدحيح الجديد', 'بشير نجار', 'تميم البرغوثي', 'ليلى عبدو', 'مع تميم', 'معنى و زيادة', 'نيكولاس خوري', 'نيكولاس خوري السليط الاخباري']",24,none,ar,ar,PT31S,hd,false,True,{},rectangular,80652,2838,0,79
477,2025-05-22T19:00:04Z,السليط الإخباري 2025 | لماذا انقلبت أوروبا على إسرائيل؟ وهل عثر العراق على كنز؟,"['nikolas khoury', 'trump', 'أحمد الخالدي', 'أحمد الشرع', 'أوروبا', 'أوروبا تعاقب اسرائيل', 'ابادة', 'اسرائيل', 'اعلان اتصالات', 'الأهلي', 'الحوثي', 'الرهائن', 'الزمالك', 'السفارة الاسرائيلية', 'السليط الإخباري', 'السيسي', 'القسام', 'المقاومة', 'الياس رودريغيز', 'اليمن', 'ايطاليا', 'بن غفير', 'ترامب', 'تطبيع', 'جاسم العلي', 'حماس', 'رفع العقوبات', 'غزة', 'فرنسا', 'قمة بغداد', 'كورونا', 'لؤي الشريف', 'مجاعة', 'محمد بن سلمان', 'محمود عباس', 'مروة الحاراتي', 'معاداة السامية', 'نتنياهو', 'نفط العراق', 'نيكولاس خوري', 'هولندا', 'يهود', 'يوروفيجين']",24,none,ar,ar,PT16M5S,hd,false,True,{},rectangular,366376,14731,0,662
478,2025-05-22T14:00:41Z,تسونامي العقوبات,"['AJ+', 'AJ+ الدحيح', 'AJ+ عربي', 'AJ+ كبريت', 'AJ+ مع تميم', 'Eldahih السليط', 'UC-4Kn', 'elda7ee7', 'elda7ee7 aj+', 'أشرف إبراهيم', 'احمد الغندور', 'اقتصاد', 'الجهبذ', 'الدحيح', 'الدحيح رمضان', 'السليط الاخباري', 'السليط الاخباري الموسم الرابع', 'المخبر الاقتصادي', 'الوتر الحساس', 'برامج AJ+', 'برنامج الدحيح الجديد', 'بشير نجار', 'تميم البرغوثي', 'ليلى عبدو', 'مع تميم', 'معنى و زيادة', 'نيكولاس خوري', 'نيكولاس خوري السليط الاخباري']",24,none,ar,ar,PT1M23S,hd,false,True,{},rectangular,272259,11202,0,336
479,2025-05-20T18:01:01Z,المُخبر الاقتصادي+ | كيف تستعد أمريكا بسرعة للحرب القادمة مع الصين؟,"['أشرف إبراهيم', 'البحرية الأمريكية', 'الحوثي', 'الدولار', 'الذخيرة', 'الصواريخ أرض جو', 'الصين', 'الفليبين', 'المحيط الهادي', 'المخبر الاقتصادي', 'المواجهة العسكرية', 'الولايات المتحدة الأمريكية', 'اليمن', 'تايوان', 'جو بايدن', 'حلف شمال الأطلسي', 'دونالد ترمب', 'سلاح الجو الأمريكي', 'قاعدة غوام العسكرية', 'مجلس الشيوخ الأمريكي', 'نيويورك تايمز']",24,none,ar,ar,PT15M30S,hd,false,True,{},rectangular,723372,19640,0,1014
480,2025-05-20T17:00:11Z,الجهبذ | الاتحاد الأوروبي يرفع العقوبات عن سوريا..يبدو أن الجهبذ صار يُدرّس في بروكسل!,"['أمريكا', 'الجهبذ', 'رفع العقوبات', 'سوريا', 'الدحيح', 'AJ+ عربي', 'Eldahih السليط', 'معنى و زيادة', 'السليط الاخباري', 'نيكولاس خوري', 'احمد الغندور', 'AJ+ الدحيح', 'AJ+ كبريت', 'UC-4Kn', 'السليط الاخباري الموسم الرابع', 'نيكولاس خوري السليط الاخباري', 'برامج AJ+', 'برنامج الدحيح الجديد', 'الدحيح رمضان', 'elda7ee7', 'elda7ee7 aj+', 'AJ+', 'مع تميم', 'تميم البرغوثي', 'AJ+ مع تميم', 'المخبر الاقتصادي', 'أشرف إبراهيم', 'اقتصاد', 'بشير نجار', 'ليلى عبدو', 'الوتر الحساس']",24,none,ar,ar,PT1M35S,hd,false,True,{},rectangular,128388,4230,0,196
481,2025-05-19T18:00:47Z,الجهبذ | سوريا بدون عقوبات!,"['أحمد الشرع', 'أمريكا', 'ترمب', 'رفع العقوبات', 'سوريا']",24,none,ar,ar,PT20M20S,hd,false,True,{},rectangular,270247,9116,0,847
482,2025-05-18T16:01:07Z,المدوان | علبة كبريت دمرت طائرة!,['السعودية'],24,none,ar,ar,PT1M,hd,false,True,{},rectangular,1329234,20961,0,488
483,2025-05-17T18:00:29Z,المُخبر الاقتصادي+ | لماذا احتاجت سوريا بشدة إلى رفع العقوبات الأمريكية؟ هل تنطلق سوريا أخيراً؟,"['AJ+ الدحيح', 'AJ+ عربي', 'AJ+ كبريت', 'Eldahih السليط', 'UC-4Kn', 'أحمد الشرع', 'أشرف إبراهيم', 'احمد الغندور', 'البيت الأبيض', 'الحزب الجمهوري', 'الحزب الديمقراطي', 'الدحيح', 'الدولار', 'السعودية', 'السليط الاخباري', 'العقوبات الاقتصادية', 'الكونغرس', 'المخبر الاقتصادي', 'باراك أوباما', 'برامج AJ', 'تركيا', 'جورج دبليو بوش', 'حافظ الأسد', 'دمشق', 'دونالد ترمب', 'سوريا', 'فرنسا', 'قانون قيصر', 'معنى و زيادة', 'نظام المدفوعات', 'نظام سويفت', 'نيكولاس خوري', 'وزارة الخزانة الأمريكية']",24,none,ar,ar,PT20M36S,hd,false,True,{},rectangular,755837,20768,0,1509
484,2025-05-16T16:00:43Z,المدوان | هل تسببت أعواد الكبريت في أسوأ كارثة جوية في تاريخ السعودية؟,"['السعودية', 'الدحيح', 'AJ+ عربي', 'Eldahih السليط', 'معنى و زيادة', 'السليط الاخباري', 'نيكولاس خوري', 'احمد الغندور', 'AJ+ الدحيح', 'AJ+ كبريت', 'UC-4Kn', 'السليط الاخباري الموسم الرابع', 'نيكولاس خوري السليط الاخباري', 'برامج AJ+', 'برنامج الدحيح الجديد', 'الدحيح رمضان', 'elda7ee7', 'elda7ee7 aj+', 'AJ+', 'مع تميم', 'تميم البرغوثي', 'AJ+ مع تميم', 'المخبر الاقتصادي', 'أشرف إبراهيم', 'اقتصاد', 'الجهبذ', 'بشير نجار', 'ليلى عبدو', 'الوتر الحساس', 'الخليج']",24,none,ar,ar,PT10M55S,hd,false,True,{},rectangular,260923,3293,0,186
485,2025-05-16T14:00:07Z,فوائد المجاعة,"['المجاعة', 'الدحيح', 'AJ+ عربي', 'Eldahih السليط', 'معنى و زيادة', 'السليط الاخباري', 'نيكولاس خوري', 'احمد الغندور', 'AJ+ الدحيح', 'AJ+ كبريت', 'UC-4Kn', 'السليط الاخباري الموسم الرابع', 'نيكولاس خوري السليط الاخباري', 'برامج AJ+', 'برنامج الدحيح الجديد', 'الدحيح رمضان', 'elda7ee7', 'elda7ee7 aj+', 'AJ+', 'مع تميم', 'تميم البرغوثي', 'AJ+ مع تميم', 'المخبر الاقتصادي', 'أشرف إبراهيم', 'اقتصاد', 'الجهبذ', 'بشير نجار', 'ليلى عبدو', 'الوتر الحساس']",24,none,ar,ar,PT39S,hd,false,True,{},rectangular,52048,2258,0,35
